말하기와 토론,박현희,23,Fall,5.0,교수님 너무 좋으세요🥹 학점도 생각보다 잘 주십니다!
말하기와 토론,백미숙,19,Spring,4.0,학기동안 4번이나 발표해야해서 부담은 좀 많음. 근데 발표 잘 못해도 성적에 안 들어가고 이티엘에 이것저것 많이 올리는데 그거 제출기한 지키고 출석하는게 가장 중요함. 성실하게만 하면 말하기 잘 못해도 성적은 잘주심
말하기와 토론,백미숙,19,Spring,5.0,말토 중에는 로드가 많은편이지만 엄청 성장할 수 있는 강의! 추천합니다ㅎ
말하기와 토론,백미숙,19,Spring,3.0,아니 아랫분 아직 성적도 안나왔는데 무슨 A+같은소리에요.....
말하기와 토론,백미숙,19,Spring,5.0,"예전에는 좀 평이 안 좋았다더군요. 교수님이랑 생각 다르면 안좋게 본다던가... 이번학기는 그런모습 진짜 안보였어요. 낙태죄 폐지에 대해 이야기가 격렬해져도 중재하는 정도로만 그치셨고, 학점도 꽤 잘주신거 같아요. 특히 저는 좀 심하다 싶을 정도로 발표를 잘 못했는데도 A+ 주신거 보면... 로드 좀 많은 편입니다. 무려 4번이고요,  한만큼 나옵니다. 진짜입니다. 마지막에 포트퐁리오도 쓰는데 이게 학점에 얼마나 영향 미치는지는 잘 모르겠어요. 근데 전 3일 동안 이거만 썼는데 그게 A+에 영향 줬을수도...?"
말하기와 토론,백미숙,18,Fall,4.0,"재밌습니다. 힘들구요, 열심히 하셔야 합니다. 자신의 경험을 돌아보고, 일상을 소중히하며 자신의 경험을 잘 살리신다면 자신만의 것을 얻을 수 있을 것입니다. 선생님께서는 얼마나 성장했는지를 중시하며, 제가 이번 수업에서 가장 중요하다고 느낀 것은 생각하기입니다. 계속 생각하고, 뜯어고친 흔적이 있어야 합니다. 다시 말씀드리지만, 재밌습니다."
말하기와 토론,이상원,23,Fall,5.0,"아래 강평을 인정하지 않을 수 없네요. 강의 듣는 시간이 기다려지는 강의였습니다. 완벽한 학습공동체를 만들어주신 교수님, 존경합니다!"
말하기와 토론,이상원,23,Fall,5.0,"GOAT
좋은 분위기를 만드는 게 정말 어려운 일인데 그걸 해내심."
말하기와 토론,이상원,21,Spring,5.0,이번 학기 들은 수업중 가장 좋았습니다. 교수님도 학생들 잘 대해주시고 발표에 대한 피드백도 잘해주십니다. 수업 시간에 다른 사람 발표에 대한 질문을 하는 시간이 있는데 이때 열심히 참여하면 좋은 점수 얻어가실 수 있습니다.
말하기와 토론,이상원,21,Spring,5.0,"의예과 필수 수업이라서 학점 따먹으려고 신청했다가는 피 볼 수도 있음. 의대 친구들 어차피 예과 성적 쓸모없는 걸로 아는데 왤케 열심히 참여하는지 모르겠음 ㅋㅋ 성실이 몸에 배여서 그런가?

원래 이런 종류의 수업은 교수님이 좋은 말만 해주는데 이상원 교수님은 다름. 피드백을 굉장히 깐깐하게 하고 어떤 부분이 부족했는지 정확하게 짚어서 피드백함. 나는 이렇게 해주는거 너무 좋아하는데 마음 약한 친구들은 이 점 감안하고 듣길 바람. 이번 21-1학기 수업 중에 정치적 올바름으로 발표했다가 교수님의 2연타 질문 맞고 당황한 학생도 있었음.

비대면 상황에서는 캠 키는거 무조건 필수고 깐깐한 성격으로 짐작하건데 출석도 깐깐하게 할 듯. 수업 마치면서 다음학기 대면되면 마스크 끼고 어케 할지 고민이시라는데 코로나 상황에서는 이 수업 비추천함. 마스크 끼고 등교하는 것도 짜증나는데 이거 끼고 발표 하라고하면 죽을 맛 일듯."
말하기와 토론,이상원,21,Spring,5.0,우선 교수님이 굉장히 젠틀하셔서 너무 좋았습니다. 과제만 기한 내에 잘 하면 성적 잘 주십니다. 질의응답은 잘 안하고 딱 하라는 것만 했는데 잘 주셨네요.
말하기와 토론,이상원,20,Fall,3.0,"말을 좋아하면 이 수업하면 추천함.
시험은 없고 과제랑 팀플만 있다는게 장점.
개인적으로 특히 팀플을 열심히 준비해서 그래도 A- 아님 B+ 받지 않을까 생각했는데 전혀 안그럼. 생각보다 점수 깐깐함."
말하기와 토론,이상원,20,Fall,5.0,"말하기를 좋아해서 듣게 되었습니다
말하기 실습과 참여도로만 평가를 하다보니 성향에 맞으시는 분들이 들으셨으면 좋겠습니다
하지만 교수님께서 너무 좋으신분이신지라 많이 배워갈 수 있을 것이라 생각하고 솔직히 성실하기만 하다면 이만한 꿀강이 없습니다
p.s. 제출기한 한 번 늦어서 식겁했는데 참여도로 커버한 것 같습니다 단 출결은 매우 감점이 크다고 하니 지각 혹은 불참하신 분은 즉각 드랍추천드립니다..^^

교수님 사랑합니다! 갓상원 빛상원 ♡"
말하기와 토론,이상원,20,Spring,5.0,"저는 딱 해야 하는 것만 했습니다.
발표 해야될 때 하고 댓글 써야될 때 쓰고..
질의응답은 전혀 안했던 것 같습니다.
그런데도 A0 받았네요! 너무좋아영
말하는거 별로 안좋아했는디 확실히 자신감도 늘고 좋네요.
추천합니다!"
말하기와 토론,이상원,20,Spring,5.0,"역대 최고..왜 선배님들이 상원말토, 상원말토 하는지 알게 되었음 ㅋㅋㅋㅋ
말토다보니 말하기는 당연히 해야된다는 게 좀 부담스럽다는 거만 제외하면 최고임
말하기 과제는 뭐 대본 쓸 사람한테는 과제인거고 아닌 사람한테는 그냥 아침에 일어나서 커피 마시면서 자기 얘기 간단하게 하는 수준임
조별과제가 하나 있긴 있는데 토론 주제 정하기, 대본 쓰기 정도
다른 수업들에 비해 진짜 로드가  거의 없음 진짜
대신 평소에 말하기를 부담스러워하는 애들은 스트레스 받긴 할 듯..
학점은 천사임 ㅋㅋㅋ 예관데 A+  ^오^"
말하기와 토론,이상원,20,Spring,4.0,"수업 특성 상 교수님의 성향이 매우 중요한데, 젠틀하고 듣는 것을 좋아하시는 스타일이라 편안한 기분을 받았음. 다만 비판적인 지적을 자주 하시기 때문에 각오하는 것이 좋음. 무난하고 부담스럽지 않은 수업임."
말하기와 토론,황은미,21,Fall,5.0,교수님 스윗하심. 하라는 것만 다 하면 학점 잘 주심
말하기와 토론,황은미,21,Spring,3.0,"의예과 차별은 딱히 없지만 수업을 성의없이 들어서 찍히면 그 뒤로 수업을 듣기가 힘듭니다,,, 말토 중에는 비추"
말하기와 토론,황은미,21,Spring,4.0,하라는 것만 잘 따라 하면 학점 잘 주신다고 생각함. 예과 차별 이번 학기에는 느끼지 못했음
말하기와 토론,황은미,21,Spring,5.0,로드가 빡세다면 빡셀 수는 있지만 그래도 좋았다
말하기와 토론,황은미,21,Spring,5.0,"말하기 과제 2개, 토론 1회 수업도 즐겁고 학점도 즐겁다"
말하기와 토론,황은미,21,Spring,5.0,"강의평 보고 쫄았지만 “오히려 좋아”
- 예과생"
말하기와 토론,황은미,21,Spring,5.0,예과 차별 없구요. 하라는 대로 따라만 가면 에이 받아요. 저 예과인데 딱히 열심히도 안했는데 에이. 교수님도 너무 좋으심
말하기와 토론,황은미,20,Spring,3.0,학점으로 미화된듯 비대면으로는 앵간했는데 대면이었으면 싫었을것같은 수업
말하기와 토론,황은미,20,Spring,4.0,"비의예과 학생인데, 원래 말하는데 별 스트레스 없어서 그런지 뭔가를 새로 배우는게 많지는 않았지만 학점도 잘 주시고 좋았어요."
말하기와 토론,황은미,20,Spring,2.0,학점은 나쁘지 않게 줌. 그런데 의예과에 억하심정이 있는지 의예과한테 유독 꼽 주는 경향이 많음. 그냥 듣고 치울라면 통강으로 진행되서 나쁘지는 않은데 이번 학기 듣기 가장 힘든 과목이었음
말하기와 토론,황은미,20,Spring,2.0,열심히 했는데도 특정 과만 유독 뭐라하시는 경향이 있음. 똑같은 발표여도 한사람은 낭독했다고 하시고 한사람은 자연스럽게 잘했다고 하시기도 함. 말토 딴 교수님 들으세요
말하기와 토론,황은미,20,Spring,3.0,밑에 평처럼 그냥 무난함. 꿀강도 아니고 명강도 아니고 그냥 적당히 할만함.
말하기와 토론,황은미,20,Spring,4.0,"왜 이리 까이시는지  모르겠음 솔직히 무난했는데; 싸강이라 그런가
교수님이 쪽주시는거도 성의없는 친구들 한정임 열심히 하면 그래도 칭찬해주심
근데 발표고 토론이고 뭐고 귀찮은 의예과 친구들은 쪽당하게 되어있음 그런거 싫으면 ㅌㅌ"
말하기와 토론,황은미,19,Fall,1.0,평소 상호 피드백 강조하시는데 종강하자마자 피드백 거부하신 교수님..
말하기와 토론,황은미,19,Fall,3.0,"말하기와 토론 (X)
웅변대회(O)
 
배울 생각 있으면 하지 말고
본인이 평소에 말하기에 자신있는 분만 수강하길 바랍니다.
그리고 교수님께서 특정 문법을 자꾸 잘못 말하시는 경우가 있는데 생각보가 거슬려요...
과제는 없어서 좋았습니다"
말하기와 토론,황은미,19,Fall,2.0,다르다와 틀리다를 강의 시작부터 끝까지 구분하시지 못한 교수님..
말하기와 토론,황은미,19,Spring,5.0,"관악의 띵강 중 하나이지 않나라는 생각이 듭니다.
특히 의예과 학생이라면 꼭 들어보는 걸 추천합니다."
말하기와 토론,황은미,19,Spring,5.0,"관악 최고의 말하기와 토론 강의라고 해도 손색이 없을정도.
이 강의를 다시 들을 수 없다는게 너무 슬플 따름이다."
말하기와 토론,황은미,19,Spring,1.0,진짜 뭐하는 수업인지 모르겠다. 그리고 평가의 기준이 무엇인지도 모르겠다. 아마 과를 가리는거? 똑같은 문제가 있다고 생각된 발표인데 유독 특정 과 학생에게만 안좋은 점을 말씀해주시는건 뭔지.. 은근히 학생들에게 쪽 주는 것을 좋아하신다. 교수님께서 첫 수업에 특정과 학생이 왜 유독 많은지 모르겠다고 안좋아하시는 티를 내셨는데 필수 지정 과목만 아니면 절대절대 듣지 않을 수업이다.
말하기와 토론,김종영,23,Spring,3.0,무지성 씨쁠당함… 손들어서 하는 발표 안하거나 소극적이면 다른거 잘해도 그냥 씨인듯…
말하기와 토론,김종영,23,Spring,4.0,"그저 갓종영
근데 생각보단 성적이 안 높았지만 그래도 로드에 비해서는 진짜 높게 받은 듯..?"
말하기와 토론,김종영,23,Spring,5.0,"대학와서 딱딱한 이야기 말고 자유로운 대화를 나눌 수 있어서 이번 학기에서 가장 힐링되는 시간이었습니다
학기말로 갈수록 수강생들끼리 친밀감이 생겨서 발표도 덜 떨렸습니다"
말하기와 토론,김종영,22,Spring,5.0,예과생 때 귀찮아서 기말과제 안 냈는데도 비쁠 주심 감사합니다
말하기와 토론,김종영,23,Spring,5.0,갓종영!! 열심히 참여하고 에이쁠 받았습니다!
말하기와 토론,김종영,23,Spring,5.0,C를 받으신 분들은 억울할수도 있지만 정말 성적을 잘 주시는 교수님이십니다. 은퇴하신다니 안타깝네요.
말하기와 토론,김종영,23,Spring,5.0,"갓종영 교수님
수업도 재밌고 다른 말토에 비해 과제도 적고 학점도 빛이고 완벽합니다."
말하기와 토론,김종영,23,Spring,3.0,"성적 잘 받았음에도 성적 기준에 대한 기준은 아직까지도 모르겠음. 그냥 랜덤+ 약간의 성실성 참고라고 보면 될듯
교수님께서 자유롭고 좋으신데 난 잘 모르겠다,,,, 필수 아니면 안 듣는 거 추천"
말하기와 토론,김종영,23,Spring,1.0,김종영 교수님이 이제 정년퇴임하셔서 수업이 안 열릴 것 같긴 한데 하...
말하기와 토론,김종영,23,Spring,5.0,발표 과제 때 좋은 평가 많이 듣고 수업 참여 열심히 하긴 했는데 포트폴리오 18페이지에 결석 2?3?번 있었음에도 에플 맞음. 너무 의외여서 놀랐는데 아마 이번이 마지막이여서 에플 뿌리신듯 함.
말하기와 토론,김종영,23,Spring,5.0,포트폴리오가 성적을 가르는 것 같긴해서 마지막에 조금만 공들여 쓰면 되지만 본인은 20페이지대였음에도 A+받은걸 보아 적당히만 쓰면 에쁠은 쉽게 가져갈 수 있다 생각
말하기와 토론,김종영,23,Spring,5.0,"시험 대신 발표 2번, 토론 1번, 기말 포트폴리오 과제 1번
수업 대신 계속 발표하고 피드백 주는 수업
학점 엄청 잘주시나 곧 정년이셔서 앞으로 이 수업이 얼마나 열리지는 모름"
말하기와 토론,김종영,23,Spring,5.0,수업시간에 꼭 해야하는 발표 외에는 하지 않았지만 학기말 포트폴리오 공들여 열심히 33장 쓰니 에이쁠 받았습니다~ 김종영 교수님 갓
말하기와 토론,김종영,22,Fall,5.0,"로드 적어서 좋았습니다!
교수님이 얘기많이 하게 독려하셔서 좀 부담스러웠을 순 있는데 전 만족스러웠던 것 같습니다.
그리고 간간히 교수님이 잡담하실 때도 입담이 좋으셔서 재밌게 들었어요."
말하기와 토론,김종영,22,Fall,5.0,"말하기를 좋아한다면 편하게 학점 챙길 수 있음
다만 오랜만에 수업에서 말한다면 은근 부담
학기말 보고서가 은근 하다보면 할게 많다고 느낌"
말하기와 토론,김종영,22,Spring,5.0,"로드가 적어서 좋았습니다.
과제는 총 3번의 발표문과 최종 포트폴리오입니다.
많은 분들이 학점 기준이 모호하다고 불만을 제기하시는데 단순히 열심히 참여하는게 중요한 것 같지 않습니다.
대부분의 말하고 글쓰는 수업들이 그렇듯이 참신성이 중요합니다.
그것이 형식이 됐든 내용이 됐든 남들과 다른 말하기가 이루어져야 높은 점수를 얻을 수 있는 것 같습니다.
저는 교수님으로부터 흥미롭고 색다르다는 평을 받았습니다.

토론의 경우 처음으로 하는 조에 가산점이 있으니 참고하세요.

최종 포트폴리오에 최대한 공 들이세요. 깔끔하게 학기 내용을 정리하고 냉철하게 분석하는 글을 써서 내는게 중요한 것 같습니다.

2개의 발표와 토론 외 수업 중 상호 질의 등의 기타 발표에는 한 번도 참여하지 않고도 A0를 받았는데 위의 참신성과 포트폴리오 덕분이 아니었나 싶습니다."
말하기와 토론,김종영,22,Fall,5.0,그냥 편히 놀다 가신다는 생각으로 들으시면 됨! 그러다 수업 참여 틈틈이 하면 에이 받음~ 그 대신 발표 토론 같은 건 적당히 정신차리고 준비해야 됨!
말하기와 토론,김종영,22,Fall,5.0,"확실히 말하기 수준의 편차가 (엄청 잘하는 사람 빼고는) 크게 나지 않았고, (정말 참여 안하는 사람 빼고는) 참여도에서도 편차가 크지 않았음. 그래서 C+ 받는 사람들은 확실히 억울할 법하다고 봄.

하지만 당신이 원래 말하기를 잘한다? 진짜 별 노력 기울이지 않아도 에이쁠 개순삭임ㅇㅇ 과제가 적다는 건 아닌데, 교수님이 요구하는 수준이 크게 높지 않다고 느껴서, 기본 말하기 베이스가 있으면 (원고 흥미롭게 구성하는 정도 + 말하기 톤앤 매너 등) 정말 쉽게 좋은 성적 쌉가능 ㅇㅇ

피어 피드백 종이에 가능한 한 길고 상세하게 피드백 하고, 매일매일 청중 질문 2개 이상 하고, 가능한 한 개인 말하기 주제는 조금 안전한 거 하고(주장 말하기 -> 사안에 대한 찬반 논하기 << 스포츠, 취미생활 등 추천 /제안 말하기), 중간에 시험 비스무리한 걸 주장 말하기까지 끝나고 했었는데 이것도 스스로 생각하기에 잘씀, 포트폴리오 36장 정도 썼는데 A+ 받음

확실한 건 무지성 c+이 정말 불안할 수도 있는데, 평소 말하기 자신 있는 분들은 주저않고 신청하길 바람 ㅇㅇ 말하기 잘하는 편이면 이보다 개꿀이 없음

+출석 안 부름 개꿀"
말하기와 토론,김종영,22,Fall,1.0,제대로 된 평가 기준도 없고 토론대회 강제참여시키는 ㅈ같은 과목. 수업에 열심히 참여해도 C+ 받을 수 있으니 필수과목 아닌사람은 절대 듣지말길. 아 어차피 이분 곧 정년이라 얼굴 볼 일도 없겠구나
말하기와 토론,김종영,22,Fall,5.0,"출석 열심히 하고 수업 시간에 적당히 참여함 -> A+

처음에는 꿀강 찾아 들어왔는데, 조별 모임도 꽤나 많이 하고 토론 대회도 참가하는 등 이것저것 많이 해서 즐거웠습니다

말토가 필수 과목인 분들은 치우기에 적당한 강의인 듯 하고
언변에 자신 있는 문과 학우분들은 추천합니다"
말하기와 토론,김종영,22,Spring,5.0,토론의 전반적인 스킬을 배울 수 있는 재미있는 수업이고 열심히 해야 학점이 잘 나옵니다 시험은 따로 없습ㄴㄱ다
말하기와 토론,김종영,22,Spring,5.0,"학점꿀이에요 꼭 들으셔요
과제도 적고 조모임도 적고 1학기 꿀과목이었습니다"
말하기와 토론,김종영,22,Spring,5.0,"말토는 갓종영... 로드 적고 참여만 열심히 하면 쉽게 A+ 받아갈 수 있음. 비대면 발표 둘에 토의에 가까운 대면 토론 하나라니 너무 꿀 아닌가요? 발표도 그냥 평소에 지니고 있었던 자기 신념 드러내면 편하게 쓸 수 있고, 교수님이 진보적인 성향이셔서 피드백 시간에 자유롭게 질문해도 된다는 안전감을 처음 느낀 듯. 우리 수업에서 학우들한테 날선 피드백 받은 사람은 누가 봐도 차별적인 소리 한 사람밖에 없었음, 발표 내용에 따라 듣는 사람들 분위기 바뀌는 게 줌에서도 느껴지던데ㅋㅋㅋ
다만 말하기 싫어하는 사람들은 이 수업에선 곧 참여 안 하겠다는 뜻이니까 걍 듣지 마세요. 30퍼 c+은 규칙상 당연한 거라 현실적으로 어쩔 수 없음...ㅠ"
말하기와 토론,김종영,22,Spring,1.0,"특유의 수업방식을 고집하시나 말하기에 도움이 되는지는 전혀 모르겠고 학우간의 피드백도 무의미했다고 느꼈습니다 
추가적으로 무지성 30% c+ 을 주신다고 하던데 흠 .. 굳이 이걸?"
말하기와 토론,김종영,22,Spring,4.0,"2회의 개인발표, 1회의 조별 발표
시험이 없다는 데서 장점이 확실한 강의라고 생각함. 할 거 다하고 학점 랜덤박스란 말이 있긴하지만 사실 드랍자도 거의 없는 수업에서 할 거 잘 안 지키는 사람도 거의 없음. 다들 과제 잘 제출하고 그걸로 발표 한 번 씩 하고 피드백도 모두 조금씩은 함. 어차피 30%는 C+이하 받아야하는 상황인 점에서 발표를 얼마나 잘 해내느냐가 성적을 가르는 포인트라고 생각함. 다르게 말하면 그 중에서 얼마나 교수님이 좋게 봐주시냐가 중요하다는 걸 알고 신청해야한다고 생각함.

수업 운영 방식 특성 상 학생-교수자 간의 소통보다도 오히려  학생 간 소통이 굉장히 활발히 이루어지는 수업인데 어떤 사람들이 신청했느냐에 따라 그 학기 그 분반의 수업 분위기가 크게 달라질 수도 있음을 알고 있어야함.
굉장히 즐겁고 화목하게 수업을 들었다는 사람들도 있지만, 내가 들었던 학기는 피드백 등에서 조금 감정적으로 날이 서있는 사람들이 있는듯해서 화기애애와는 거리가 멀기도 했음.
운을 좀 타는 수업"
말하기와 토론,김종영,22,Fall,5.0,"3분 발표 2번, 토론 1번 외에는 과제나 시험이 아예 없어서 로드가 사실상 엄청 적습니다. 주제는 각각 공감의 말하기, 설득의 말하기, 사랑에 대한 작품 중 하나 골라 읽거나 본 뒤 사랑에 대한 토론입니다. 토론이 특이한데 서로 논박하여 이기는 형식이라기보다는 상대의 주장을 인정하고 포용하고 수용하는 자세로 임하기를 매우매우 권장하십니다.
다른 사람들의 발표나 토론에 대해 질문이나 피드백을 적극적으로 주는 것을 추천드립니다. 정량화된 평가기준이 있는 게 아니라 교수님에게 본인을 계속 부각시키고 인지시켜야 학점이 잘 나오는 구조인 것 같습니다.
교수님은 말할 것도 없이 너무 좋으시고, 저는 원래 말하기나 발표에 크게 어려움이 없어서 발표도 나름 잘 하고 질문이나 피드백도 꾸준히 줬더니 A+ 나왔습니다. 필수과목 적은 로드 행복 강의로 치우기 좋습니다."
말하기와 토론,김종영,22,Spring,1.0,"사실 0점입니다. 결석 0번, 과제 모두 제때 제출에 수업 참여도 열심히 했음에도 무지성 C+ 입니다. 원래 말 하는 거 싫어하는데 어떻게든 피드백하고 없는 질문 지어내고 했는데… 정말 욕 나오네요. 성적 산출 방법이 랜덤 그 자체예요. 아마 A 비율에 제한 걸리면서 이렇게 된 것 같은데 정말 말도 안 됩니다. 학점도박을 하고 싶다면 신청해주세요. 아 교수님은 좋으십니다. 그런데 전 학점이 더 중요해서요. 그럼 전 이만 다른 과목들로 무너진 학점을 어떻게든 회복하려 가보겠습니다."
말하기와 토론,김종영,22,Spring,5.0,교수님 사랑합니다...... 저 진짜 대충했는데 에이쁠 받아서 행복해졌어요 근데 교수님 마음에 드는 학생한테 잘 주시는거같긴 합니다 그래도 일단 수업도 유쾌하고 예과라면 그냥 어떻게든 종영말토 듣길
말하기와 토론,김종영,22,Spring,5.0,"교수님 참 멋지고 좋은 분이십니다! 물론 교수 특유의 자기 신념과 고집이 아주 살짝 있으시지만 그게 존중할만 하고 저희한테 강요하는 건 아니에요
의예과 새내기 분들 중에서 가끔 참여를 잘 안하시는 분들이 있지만 그런거 말고는 거의 완벽하다 할수 있었습니다
모두 대면이었으면 더 재밌었을것 같고 대글과 비교과 안될 정도로 흥미롭고 도움되는 수업이었습니다. 과제가 좀 있긴 하지만 시험 없는 걸 생각하면 괜찮다고 생각됩니다!
학생들 의견 잘 들어주시고 친절하신 교수님이 많은 걸 알려주셨고 같이 수업 듣는 학생들과도 이야기를 많이 할 수 있있었어요"
말하기와 토론,김종영,22,Spring,5.0,자유롭고 편안한 분위기 입니다. 나중에 교수님 같은 사람이 됐으면 좋겠어요. 저희 분반 토론 즐거웠어요!! 특히 몇 분들 덕에 재밌었어요 다른 분들도 토론 열심히 잘 참여해주셔서 감사해요
말하기와 토론,김종영,21,Fall,5.0,"ㅋㅋㅋㅋㅋㅋㅋㅋ 밑에 분 누군지 알겠네요. 저도 11시 반 수강했던 한 사람입니다. 저희 11시 반은 전원 드랍하지 않고 끝까지 모두가 완주를 했던, 그만큼 수업이 재밌었던 분반이었습니다. 한분 한분 이야기를 들으면서 저렇게 말할 수도 있고, 저런 주제도 잡을 수 있구나 생각하면서 재밌게 들었습니다.
밑에 분처럼 저도 매번 질문하고 열심히 참여해서 에이플 설마 안 주겠어? 하는 정도였고 예상대로 에이플 받아갔습니다. 수업에 열심히 참여하면 에플은 그냥 받아가는 느낌입니다.
말토 2학기는 토론대회에 반강제로 나가는 느낌이 있긴 한데요, 처음엔 반강제로 나가게 되어서 별로였지만 교수님이 랜덤으로 짜 주신 조원들끼리 잘 맞아서 정말 좋은 경험이 되었습니다.

마지막으로 11시 분반 너무 재밌었고 기회되면 또 봤으면 좋겠네요. 갓종영 교수님 좋은 수업 감사드립니다."
말하기와 토론,김종영,21,Fall,5.0,"안녕하세요... 2학기 월수 11시강의 들으신분들은 모를래야 모를수없는 사람입니다. 나름대로 소감 적어볼게요
1. 확실히 말하는 걸 좋아하거나 그동안 글 많이 써본분들은 재미있게 들으실 것 같아요! 아니면 그냥 저처럼 당당하게 컨셉 진하게 잡고 말하셔도 되고...
2. 사실 같이 강의듣는 분들이 재미없으면 그것도 쉽지 않은데 저희 조 멤버가 진짜 비정상인들만 모여있어서 미친듯이 재밌었습니다 ㅎㅅㅎ 우리또술먹쟈
3. 포트폴리오 열심히 쓰지도 않았고 대충 3시간 정도 으에에에 하면서 썼는데 그동안 열심히 참여해서 그런가 학점은 정말 잘 주셨습니다! 솔직히 '이거 에이플 안주면 많이 화낼거임' 수준으로 참여했던 것 같아요
4. (공감말하기+주장말하기)그냥 정말 도발적인 주제도 주장도 괜찮으니 말할 때 탄탄한 근거와 자신감만 가지고 말한다면 찬사를 받을 수 있어요

호불호가 정말 많이 탈 수 있는 강의인데 제게는 전공으로 뒤덮인 제 시간표에 유일한 낭만이었습니다. 소극적인 성격을 고치고 싶거나, 새로운 사람들을 만나고 싶다면 눈 딱 감고 들어보세요. 세계가 바뀐다니까요?

말토 화이팅!"
말하기와 토론,김종영,21,Fall,5.0,"감사합니다 교수님.
하라는 것만 다 하면 에이쁠 주십니다."
말하기와 토론,김종영,21,Fall,5.0,"필수여서 억지로 들은 수업이지만 교수님께서 재치있으시고 학우분들이 말씀을 너무 잘하셔서 흥미롭게 들었습니다 ㅋㅋ
자발적인 참여를 전혀 안해서 학점 기대 안했는데 너무 잘주셔서 깜짝놀랐습니다 랜덤이라는 말이 있던데 맞는 것 같기도 하고..
아무튼 로드도 마지막에 포트폴리오 정리가 귀찮은거 빼고는 딱히 없습니다
갓종영 들으세요 ㅎㅎ"
